df_index,final_price,list_price,bathrooms,parking,lat,long,mean_district_income,sqft,bedrooms_ag,total_bedrooms,is_house
15289,700000,599000,2,2,43.75787709999999,-79.59578789999998,26548,2310.1479046836484,3,3,1
15290,280000,299900,2,1,43.787277,-79.1950145,32291,1100.0,3,3,1
15291,465000,469900,1,1,43.7344659,-79.4464071,51181,650.0,1,2,0
15292,1650000,1695000,3,3,43.7124107,-79.42739639999998,123077,2250.0,3,3,1
15293,615000,619900,1,0,43.6487175,-79.48618359999998,71204,650.0,1,2,0
15294,875000,879900,3,1,43.6319769,-79.574741,62378,2374.0,3,3,1
15295,700000,699900,1,2,43.6811869,-79.492137,34059,2310.1479046836484,3,3,1
15296,735000,749000,3,3,43.7799999,-79.33530209999998,36346,1750.0,4,6,1
15297,910000,799900,2,0,43.6660308,-79.3328482,53803,1761.820652173913,5,5,1
15298,682000,699900,1,1,43.7242393,-79.40254959999999,169203,750.0,1,2,0
15299,420000,399900,1,1,43.62345029999999,-79.516972,52787,650.0,1,2,0
15300,265000,289000,1,1,43.7667318,-79.19627940000002,33323,750.0,2,2,0
15301,671000,689800,1,1,43.7696635,-79.413783,44576,850.0,2,2,0
15302,6100000,6649000,6,1,43.6704242,-79.397104,112766,1761.820652173913,3,4,1
15303,540000,579000,2,1,43.7803027,-79.4455122,32724,1700.0,3,3,0
15304,580000,589000,1,1,43.7696635,-79.413783,44576,550.0,1,1,0
15305,1450000,1579000,2,2,43.740299,-79.3387886,67757,2310.1479046836484,3,4,1
15306,362000,369000,1,0,43.7736875,-79.2554225,33256,550.0,1,1,0
15307,720000,734000,2,2,43.7067489,-79.26596839999998,36232,1761.820652173913,3,4,1
15308,385000,388000,2,1,43.7207726,-79.2439255,44718,1100.0,2,2,0
15309,1060000,1150000,2,4,43.6439472,-79.58533299999998,47002,2310.1479046836484,3,4,1
15310,629900,629900,1,1,43.6503953,-79.3581104,70600,550.0,1,1,0
15311,720000,749000,2,1,43.6559302,-79.44496269999998,40588,1100.0,2,2,1
15312,475000,474900,1,1,43.7505279,-79.46402940000002,29958,750.0,1,2,0
15313,685000,675000,2,2,43.73947020000001,-79.50406629999998,27984,1761.820652173913,4,4,1
15314,519000,515000,1,1,43.626966,-79.4784876,54438,650.0,1,2,0
15315,335000,336000,2,1,43.78364379999999,-79.28444509999999,31825,1300.0,3,3,0
15316,830000,867000,2,1,43.6466436,-79.52228660000002,52787,1100.0,2,2,0
15317,801000,699000,2,1,43.6654401,-79.38335459999998,53583,850.0,2,2,0
15318,798000,799888,1,0,43.6693009,-79.3841709,53583,650.0,2,2,0
15319,760600,779000,2,4,43.7644844,-79.2498064,33256,2310.1479046836484,3,4,1
15320,1399900,1399900,2,1,43.70882320000001,-79.4041283,89330,1750.0,3,4,1
15321,1350000,999000,2,0,43.6433486,-79.431545,50580,1761.820652173913,3,3,1
15322,1401000,1178900,3,4,43.6734307,-79.3146387,55199,1750.0,3,3,1
15323,725000,725000,3,1,43.5964621,-79.53515420000002,47384,1300.0,2,2,1
15324,879900,879900,2,1,43.6914341,-79.2645265,54360,1300.0,3,3,1
15325,870000,848000,3,6,43.7792643,-79.43454,34904,2310.1479046836484,2,3,1
15326,1157000,1199000,4,2,43.7844667,-79.4509187,32724,2750.0,4,4,1
15327,515000,529000,2,1,43.78167070000001,-79.2472126,30878,950.0,2,3,1
15328,448000,388000,1,0,43.780039,-79.3443245,37379,550.0,1,2,0
15329,490000,485000,2,1,43.7854474,-79.20677690000002,32291,1300.0,3,4,1
15330,495000,485000,1,1,43.6225151,-79.4824411,54438,550.0,1,1,0
15331,715000,699000,2,1,43.6428951,-79.4281018,45737,750.0,2,2,0
15332,975000,990000,2,2,43.6694379,-79.4542812,33528,2310.1479046836484,4,4,1
15333,555000,399000,2,2,43.6910593,-79.5027923,30827,2310.1479046836484,2,4,1
15334,540000,498000,2,1,43.7208036,-79.34853580000002,67757,850.0,2,2,0
15335,468000,487500,2,1,43.7739128,-79.32935920000001,36359,650.0,1,2,0
15336,580000,599900,1,0,43.70709960000001,-79.39413780000002,57039,650.0,1,2,0
15337,619900,619900,1,0,43.6418503,-79.3822455,70600,550.0,1,2,0
15338,610000,615900,1,0,43.66571980000001,-79.386054,56526,650.0,1,2,0
15339,623000,599000,1,1,43.6626109,-79.33964329999998,53803,650.0,1,1,1
15340,1567000,1649000,4,0,43.6627985,-79.46360940000002,49709,2310.1479046836484,7,9,1
15341,462000,425000,1,1,43.6439145,-79.52892659999998,52787,550.0,1,1,0
15342,1511000,1399000,3,1,43.67906809999999,-79.43313739999998,54460,1761.820652173913,3,4,1
15343,835000,849900,2,2,43.681746,-79.4483473,41717,2310.1479046836484,3,3,1
15344,473000,476000,1,1,43.7683207,-79.3713203,52035,650.0,1,2,0
15345,467000,469900,2,1,43.7645868,-79.4919359,29958,1300.0,3,3,0
15346,476800,525000,2,1,43.727582,-79.32681099999998,67757,1100.0,2,2,0
15347,827500,799800,2,1,43.6563589,-79.35727709999998,58915,950.0,2,3,0
15348,345000,359000,2,1,43.78344110000001,-79.28355959999998,31825,1300.0,3,3,0
15349,620000,639000,2,1,43.74028010000001,-79.3459416,67757,1300.0,2,2,0
15350,1025000,1049000,2,1,43.64544160000001,-79.4119788,70623,1100.0,2,2,0
15351,585000,585000,2,1,43.642313,-79.42436640000003,45737,650.0,2,2,0
15352,800000,788000,2,1,43.6428614,-79.380732,70600,750.0,2,2,0
15353,1400000,1249000,2,1,43.6692089,-79.408273,112766,1500.0,2,2,0
15354,720000,779000,2,1,43.6826838,-79.51108570000002,101551,950.0,2,3,0
15355,1180000,1250000,2,2,43.6799861,-79.42865309999998,54460,2310.1479046836484,2,3,1
15356,1130000,1099900,2,1,43.7258274,-79.4052648,111730,1761.820652173913,3,3,1
15357,489000,489900,1,0,43.708008,-79.4007848,89330,250.0,1,1,0
15358,392000,399000,2,1,43.7583999,-79.58646920000002,26548,1100.0,2,3,0
15359,685000,698500,2,1,43.7624684,-79.41299289999998,72371,1300.0,2,2,0
15360,563000,549800,1,0,43.6713021,-79.3846911,207903,650.0,1,2,0
15361,386000,395000,1,1,43.76443889999999,-79.2885842,31692,650.0,1,2,0
15362,348000,359000,1,1,43.686963,-79.5060488,30827,850.0,1,2,0
15363,645000,639800,2,1,43.6574534,-79.4458061,40588,850.0,2,2,0
15364,580000,499900,1,1,43.6568058,-79.37509240000001,53583,550.0,1,1,0
15365,1130000,1100000,3,0,43.6797327,-79.3603713,70831,1761.820652173913,3,3,1
15366,625000,529000,2,0,43.6925463,-79.45266590000001,35112,900.0,2,3,1
15367,840000,859000,2,6,43.7339375,-79.5043239,34168,1750.0,3,5,1
15368,765000,799000,2,1,43.6875927,-79.3958487,114174,1100.0,2,2,0
15369,3125000,3275000,5,2,43.6736406,-79.39532120000001,112766,3250.0,3,3,1
15370,530000,535900,1,1,43.7580713,-79.4031651,45326,650.0,1,2,0
15371,510000,529000,1,0,43.70709960000001,-79.39413780000002,57039,550.0,1,1,0
15372,495000,499900,1,0,43.6522266,-79.39826219999998,37422,650.0,1,2,0
15373,1305000,1388000,2,3,43.7389716,-79.33873630000002,67757,2310.1479046836484,3,3,1
15374,680000,640000,2,2,43.7641782,-79.40485090000001,45326,1500.0,2,3,0
15375,410000,398000,1,1,43.62113370000001,-79.52121149999998,52787,550.0,1,1,0
15376,353000,358800,1,1,43.7642763,-79.4947912,29958,950.0,2,2,0
15377,740000,765000,2,2,43.6826838,-79.51108570000002,101551,1100.0,2,3,0
15378,730000,740900,2,4,43.7382325,-79.58804190000002,26548,2310.1479046836484,4,5,1
15379,568000,598888,1,1,43.7070826,-79.39777109999999,57039,550.0,1,2,0
15380,521000,519990,1,0,43.6594307,-79.361023,34597,550.0,1,1,0
15381,1420000,1595000,2,6,43.7760956,-79.4311151,44576,2310.1479046836484,0,0,1
15382,428000,399900,1,1,43.7505279,-79.46402940000002,29958,650.0,1,1,0
15383,225000,229900,1,1,43.8059006,-79.2190766,29573,650.0,1,1,0
15384,552000,559000,2,2,43.7772704,-79.33683020000002,36346,1100.0,3,3,0
15385,1390000,1499990,3,1,43.767,-79.42857990000002,44576,2310.1479046836484,3,4,1
15386,465000,485000,2,1,43.6502088,-79.56850940000002,38255,1500.0,3,4,0
15387,525000,499000,1,0,43.6594307,-79.361023,34597,550.0,1,2,0
15388,975000,975000,3,2,43.6750493,-79.42551309999997,54460,1761.820652173913,3,5,1
15389,560000,569000,1,0,43.6867088,-79.39925769999998,114174,650.0,1,2,0
15390,444000,458888,1,1,43.773709,-79.25877009999998,33256,650.0,1,2,0
15391,475000,479000,2,1,43.726158700000006,-79.479265,34168,850.0,2,2,0
15392,1850000,1998000,4,4,43.8070123,-79.3702848,40442,2310.1479046836484,4,5,1
15393,435000,429900,1,1,43.7505279,-79.46402940000002,29958,650.0,1,1,0
15394,430000,437000,1,1,43.77740120000001,-79.4128023,45326,550.0,1,1,0
15395,455000,468000,2,1,43.7638433,-79.49811369999998,29958,1100.0,3,3,1
15396,476000,479900,2,1,43.6924968,-79.2884775,26793,1300.0,2,3,0
15397,800000,829900,2,1,43.6402232,-79.395951,70600,950.0,2,3,0
15398,428500,439900,2,1,43.7896529,-79.25355379999998,31825,1300.0,2,3,0
15399,790000,799900,2,3,43.7000977,-79.44052289999998,34768,2310.1479046836484,2,2,1
15400,535000,529990,1,1,43.780659,-79.4185845,34904,650.0,1,2,0
15401,369000,369900,2,2,43.7098214,-79.3326132,28654,1100.0,2,2,0
15403,665000,649900,2,1,43.75773289999999,-79.40708819999998,45326,1100.0,2,2,1
15404,1145000,1168000,3,1,43.609925200000006,-79.53312059999998,47709,2250.0,3,3,1
15405,630000,650000,2,1,43.7287417,-79.48257590000001,34168,1100.0,2,2,1
15406,766000,799000,3,1,43.609991,-79.5499825,47709,1856.3063063063064,2,3,1
15407,740000,763800,2,4,43.7189461,-79.566951,34418,2310.1479046836484,3,4,1
15408,599800,599800,1,1,43.6857143,-79.4047021,165047,650.0,1,2,0
15409,412900,424900,1,0,43.7340513,-79.44806290000002,51181,650.0,1,2,0
15410,660000,679900,2,2,43.69704060000001,-79.2717787,26793,2310.1479046836484,2,2,1
15411,1052000,1149000,3,4,43.7203563,-79.4396223,48134,2310.1479046836484,3,5,1
15412,421000,445000,1,0,43.7604625,-79.41024469999998,45326,250.0,0,0,0
15413,474000,485000,2,1,43.774003,-79.2575808,33256,750.0,2,2,0
15414,387000,405000,1,1,43.8102355,-79.25476069999998,30414,750.0,2,3,0
15415,516000,515000,1,0,43.63840020000001,-79.39809240000002,70600,550.0,1,1,0
15416,895000,899800,2,2,43.7405121,-79.20145169999998,53203,2310.1479046836484,3,3,1
15417,740000,765000,1,1,43.64787000000001,-79.391138,70600,650.0,2,2,0
15418,2400000,2298000,5,0,43.6706503,-79.4068467,112766,1761.820652173913,6,6,1
15419,690000,694800,4,2,43.7805016,-79.13410420000002,39556,1856.3063063063064,3,4,1
15420,488000,499900,2,1,43.7338126,-79.5351847,39003,950.0,2,2,1
15421,1275500,1295000,4,2,43.6059561,-79.4948407,54438,3250.0,3,3,1
15422,442000,428000,1,0,43.6565369,-79.3544975,58915,250.0,1,1,0
15423,490000,525900,2,1,43.7896982,-79.305256,34200,1100.0,3,3,1
15424,2607000,2600000,4,3,43.67777870000001,-79.39304090000002,112766,2750.0,5,6,1
15425,595000,638000,2,1,43.7718631,-79.3403974,36359,1500.0,4,4,1
15426,466000,399000,1,0,43.6668646,-79.46448149999998,49709,550.0,1,1,0
15427,529900,529900,1,1,43.6360574,-79.470781,71204,750.0,1,2,0
15428,903000,899900,3,2,43.7755273,-79.41491289999998,44576,1700.0,3,4,0
15429,338890,349000,1,1,43.78344110000001,-79.28355959999998,31825,950.0,2,2,0
15430,419900,419900,2,1,43.68557999999999,-79.4917709,30827,1100.0,3,3,0
15431,456800,459900,1,1,43.7751232,-79.3454556,36359,550.0,1,1,0
15432,490000,499000,1,0,43.657011,-79.3741052,58915,250.0,1,1,0
15433,1509000,1399900,1,3,43.6417981,-79.40562349999998,70623,1750.0,3,4,1
15434,536000,535000,1,1,43.6232425,-79.48385929999998,54438,650.0,1,2,0
15435,635000,575000,1,1,43.6418503,-79.3822455,70600,550.0,1,2,0
15436,1190000,1230000,2,2,43.62613839999999,-79.4773393,54438,1300.0,2,3,0
15437,867000,799000,2,0,43.6836533,-79.29837109999998,54324,1856.3063063063064,2,2,1
15438,585000,588900,1,0,43.64259620000001,-79.4259429,45737,650.0,1,2,0
15439,865000,749000,2,0,43.67097769999999,-79.45577779999998,33528,1856.3063063063064,3,3,1
15440,385000,400000,1,1,43.6672377,-79.38395129999998,53583,550.0,1,1,0
15441,925000,969000,2,4,43.7233764,-79.53143000000001,39003,2310.1479046836484,3,3,1
15442,616000,618000,2,0,43.708472,-79.3974985,57039,750.0,2,2,0
15443,750000,750000,2,1,43.65105459999999,-79.3590608,70600,1100.0,2,2,0
15444,675000,649800,2,1,43.7004308,-79.444159,34768,1100.0,2,2,1
15445,548000,548888,1,0,43.6505597,-79.38207220000002,56526,250.0,1,1,0
15446,600000,599000,1,6,43.755723,-79.2998776,35047,2310.1479046836484,2,2,1
15447,760000,699000,2,2,43.6839559,-79.2850395,54360,1761.820652173913,2,2,1
15448,720000,699900,2,1,43.6564954,-79.4437205,40588,950.0,3,3,1
15449,499900,499900,1,0,43.6416011,-79.42197999999998,45737,550.0,1,1,0
15450,455000,468000,2,1,43.7923753,-79.33669379999998,36346,1300.0,4,4,1
15451,1150000,849000,2,2,43.6796328,-79.34624559999997,70831,1750.0,4,4,1
15452,559000,559999,1,1,43.70462420000001,-79.4415999,34768,1100.0,2,2,0
15453,889000,889000,2,1,43.7117823,-79.3916402,57039,950.0,2,3,0
15454,650000,649888,3,1,43.6011755,-79.52478119999998,44101,1100.0,2,2,1
15455,1885000,1999000,5,4,43.6464226,-79.53557289999998,52787,2310.1479046836484,4,4,1
15456,338000,330000,1,1,43.698348,-79.5145916,32997,750.0,1,2,0
15457,560000,625000,1,1,43.6892046,-79.3111146,47710,2310.1479046836484,2,2,1
15458,507000,539900,2,1,43.63829920000001,-79.58223670000002,62378,1300.0,2,3,0
15459,505000,515000,2,1,43.7907034,-79.45078690000003,32724,1100.0,2,3,0
15460,399900,434000,1,1,43.62744710000001,-79.4783741,54438,750.0,1,1,0
15461,840000,869000,2,1,43.7624684,-79.41299289999998,72371,1300.0,2,2,0
15462,387000,399000,2,1,43.8096884,-79.2212942,29573,1100.0,2,2,0
15463,502100,479900,1,1,43.6360574,-79.470781,71204,750.0,1,1,0
15464,890000,898888,2,1,43.63664199999999,-79.4057224,70623,950.0,2,2,0
15465,628000,650000,1,1,43.70709960000001,-79.39413780000002,57039,650.0,1,2,0
15466,655000,599000,3,3,43.814713,-79.2318213,29573,2310.1479046836484,3,3,1
15467,561500,499900,1,0,43.6705872,-79.38060870000002,53583,650.0,1,2,0
15469,610000,649900,2,1,43.7580713,-79.4031651,45326,850.0,2,2,0
15470,695000,729900,3,1,43.7729136,-79.44610159999998,32724,1500.0,3,4,1
15471,992000,999000,2,4,43.7187181,-79.4547647,38527,2310.1479046836484,3,4,1
15472,1450000,1195000,3,1,43.66170779999999,-79.47669379999998,49709,2250.0,3,4,1
15473,1000000,799000,1,2,43.6956661,-79.3324071,53315,2310.1479046836484,2,2,1
15474,1462000,1398000,3,2,43.7182433,-79.3764196,308010,1500.0,2,2,0
15475,635000,599900,1,1,43.64897269999999,-79.3872946,70600,650.0,1,2,0
15477,959000,900000,3,3,43.7999597,-79.3369403,36346,1761.820652173913,4,5,1
15478,467500,489900,1,1,43.7250038,-79.3286443,67757,650.0,1,2,0
15479,765000,765000,2,1,43.766335,-79.39060699999997,45326,1100.0,3,3,0
15480,543000,499000,1,0,43.64259620000001,-79.4259429,45737,550.0,1,1,0
15481,912000,959000,2,1,43.6942838,-79.42251240000002,204521,1100.0,2,2,0
15482,660000,697000,2,1,43.6789026,-79.29899700000001,54324,850.0,2,2,0
15483,748000,785000,2,1,43.7303467,-79.3282243,67757,1500.0,2,2,0
15484,645000,639000,2,1,43.76419320000001,-79.4127583,72371,1100.0,2,2,0
15485,1000000,1045000,2,3,43.6884193,-79.5677031,44177,2310.1479046836484,3,4,1
15486,427500,439800,1,1,43.64769860000001,-79.56662170000001,38255,1300.0,2,3,0
15487,775000,849900,4,4,43.837631,-79.2325341,39556,2310.1479046836484,4,6,1
15488,1300000,1249000,3,6,43.6298639,-79.574589,62378,2310.1479046836484,4,5,1
15489,2320000,2488000,4,2,43.7295165,-79.4143433,111730,2310.1479046836484,4,5,1
15490,752500,759000,3,2,43.82304,-79.20336640000002,39556,2310.1479046836484,3,3,1
15491,855000,749900,1,1,43.6911552,-79.31933509999998,51846,2310.1479046836484,2,2,1
15492,588000,609900,1,0,43.6415283,-79.3833016,70600,650.0,1,2,0
15493,748000,749999,2,1,43.6546239,-79.3790756,53583,1100.0,2,2,0
15494,289000,289000,1,1,43.7673739,-79.5124519,25989,850.0,2,2,0
15495,950000,929000,2,2,43.6585586,-79.57199920000002,47002,2310.1479046836484,3,4,1
15496,935000,979000,4,2,43.6984257,-79.28031690000002,26793,2250.0,4,4,1
15497,615000,629900,1,0,43.67327179999999,-79.3898897,112766,550.0,1,1,0
15498,650000,679000,2,1,43.7950908,-79.14473309999998,54045,2310.1479046836484,2,3,1
15499,879000,899000,4,2,43.7520108,-79.2452107,33256,2310.1479046836484,3,6,1
15500,735000,749900,2,4,43.71662320000001,-79.4801548,37108,1750.0,3,4,1
15502,710000,729900,1,0,43.6427847,-79.37700389999998,70600,650.0,1,2,0
15503,795000,839900,2,6,43.7346239,-79.5457893,29528,2310.1479046836484,3,4,1
15504,1050000,999900,2,1,43.6559546,-79.4669607,57465,1300.0,2,3,0
15505,960800,899000,3,0,43.68294030000001,-79.2953627,54324,1761.820652173913,3,3,1
15506,1039000,1049900,3,4,43.7035734,-79.2505111,54360,2310.1479046836484,5,6,1
15508,278000,269800,2,1,43.7379132,-79.511363,27984,1100.0,3,3,0
15509,600000,609900,1,1,43.6867088,-79.39925769999998,114174,650.0,1,2,0
15510,1570000,1599000,3,2,43.788098,-79.38242779999999,47246,2310.1479046836484,5,5,1
15511,430000,399999,1,1,43.7340909,-79.44796350000001,51181,650.0,1,2,0
15512,577000,595000,1,0,43.65055359999999,-79.35738190000002,70600,650.0,1,2,0
15513,2940000,2995000,7,2,43.7093189,-79.37944300000002,85340,3250.0,5,6,1
15514,460000,419900,1,1,43.6439145,-79.52892659999998,52787,550.0,1,1,0
15515,500000,505000,1,0,43.6685778,-79.3844795,53583,250.0,1,1,0
15516,1437000,1495000,2,1,43.6815354,-79.3474138,70831,1750.0,2,3,1
15517,849000,849000,2,5,43.7116604,-79.2723918,36232,2310.1479046836484,3,3,1
15518,675000,674900,2,1,43.6435329,-79.37618189999998,70600,650.0,1,2,0
15519,521500,509000,1,0,43.684619,-79.3570064,44557,650.0,1,2,0
15520,402000,409900,1,1,43.778949,-79.2813187,31825,650.0,1,2,0
15521,295000,299000,2,1,43.7585383,-79.51515770000002,25989,1100.0,2,2,0
15522,800000,820000,2,1,43.6679021,-79.37568189999998,32648,950.0,2,2,0
15523,526000,525000,2,1,43.733889100000006,-79.3467757,67757,650.0,1,2,0
15524,490000,509000,2,1,43.7250038,-79.3286443,67757,750.0,1,2,0
15525,1725000,1595000,2,1,43.686712,-79.39662659999998,114174,1500.0,2,2,0
15526,749300,699900,2,3,43.7480383,-79.20059169999998,53203,2310.1479046836484,2,4,1
15527,2230000,2328000,3,3,43.7001784,-79.43542339999998,85099,2310.1479046836484,4,5,1
15528,485000,499900,1,0,43.655467,-79.3540372,58915,550.0,1,1,0
15529,658000,673800,1,1,43.708472,-79.3974985,57039,650.0,1,2,0
15530,845000,749900,2,0,43.6784043,-79.33925359999998,48511,1761.820652173913,4,6,1
15531,890000,899000,2,1,43.6416066,-79.37198659999999,70600,950.0,2,2,0
15532,709000,739000,2,1,43.6401348,-79.3938964,70600,750.0,2,2,0
15533,640000,619000,4,1,43.692684,-79.50636440000002,30827,1750.0,3,3,1
15534,487500,499000,2,1,43.7926689,-79.4439355,34904,950.0,2,2,0
15535,1225000,1089000,2,2,43.6761018,-79.3037805,92580,1761.820652173913,3,3,1
15536,980000,1025000,3,1,43.6850622,-79.44092909999998,39803,1750.0,3,4,1
15537,785000,789900,4,2,43.72996699999999,-79.534266,39003,2250.0,3,4,1
15538,592000,574900,1,1,43.6397943,-79.3771665,70600,650.0,1,1,0
15539,427000,439000,1,0,43.64926120000001,-79.37572589999998,53583,250.0,1,1,0
15540,525000,518000,1,1,43.6602919,-79.36057659999999,34597,650.0,1,1,0
15541,618000,578000,2,0,43.6735473,-79.46191999999998,33528,750.0,2,2,0
15542,715000,669800,1,1,43.6432459,-79.40126149999998,70600,650.0,1,1,0
15543,720000,600000,2,2,43.7464966,-79.2547398,33256,2310.1479046836484,3,4,1
15544,2901800,2650000,4,2,43.6758303,-79.3689897,207903,3250.0,3,3,1
15545,645000,669000,2,1,43.6258065,-79.47792439999998,54438,950.0,2,3,0
15546,785000,789900,3,2,43.78629220000001,-79.1400585,54045,2310.1479046836484,3,3,1
15547,802000,749800,3,4,43.7444734,-79.26266799999998,33256,2310.1479046836484,3,7,1
15548,455000,449900,2,1,43.71166029999999,-79.324539,28654,1100.0,3,3,0
15549,1225000,1279900,1,5,43.6116934,-79.49272959999998,54438,2310.1479046836484,3,3,1
15550,775000,799900,2,3,43.712214,-79.51482829999998,39003,2310.1479046836484,3,3,1
15551,795000,799000,1,1,43.6695987,-79.3918249,112766,950.0,1,1,0
15552,172000,169900,1,1,43.6959817,-79.55309989999998,36674,850.0,1,1,0
15553,530000,538000,2,1,43.7521667,-79.4568084,45936,750.0,2,2,0
15554,760000,769000,2,3,43.7054063,-79.5276422,32997,1750.0,3,3,1
15555,415000,425000,2,1,43.7246581,-79.61542779999998,31771,850.0,2,2,0
15556,458000,459900,1,1,43.6376021,-79.47302599999998,71204,650.0,1,2,0
15557,528000,519800,1,0,43.70061339999999,-79.39781140000002,89330,550.0,1,2,0
15558,518000,515000,2,1,43.6095324,-79.55709519999998,52787,750.0,2,2,0
15559,1055000,1049000,2,1,43.6751028,-79.38888809999997,112766,1100.0,2,2,0
15560,635000,625000,2,0,43.641579,-79.4159028,70623,750.0,1,2,0
15561,575000,578000,2,1,43.6415328,-79.4240715,45737,750.0,2,2,0
15562,580000,499000,1,1,43.63951160000001,-79.41518420000001,70623,650.0,1,2,0
15563,855000,699900,2,3,43.70970689999999,-79.2985127,43907,2310.1479046836484,2,3,1
15564,425000,428000,1,1,43.7656468,-79.38309339999998,52035,650.0,1,1,0
15565,445000,449900,1,1,43.609168,-79.55816800000002,52787,650.0,1,2,0
15566,456000,459900,1,0,43.665271,-79.4476835,39740,550.0,1,1,0
15567,2210000,2295000,4,4,43.7285136,-79.4256801,123077,2250.0,3,4,1
15568,705000,719600,2,1,43.62744710000001,-79.4783741,54438,1100.0,2,3,0
15569,634000,639000,2,1,43.6409222,-79.39398299999998,70600,750.0,1,2,0
15570,521750,530000,1,0,43.63840020000001,-79.39809240000002,70600,650.0,1,1,0
15571,832000,749000,2,0,43.6673746,-79.41739919999998,112766,1761.820652173913,2,2,1
15572,400000,329900,1,1,43.61875360000001,-79.48536120000001,54438,650.0,1,1,0
15573,902000,629000,3,2,43.6824308,-79.3234002,46206,1750.0,3,4,1
15574,515000,488000,2,1,43.6502088,-79.56850940000002,38255,1500.0,3,3,0
15575,445000,399900,2,1,43.6426028,-79.55880739999998,52787,1300.0,3,3,0
15576,1039000,1048000,2,2,43.6866619,-79.34214419999998,51846,2310.1479046836484,2,2,1
15577,515000,519000,1,0,43.6393466,-79.39974149999998,70600,550.0,1,2,0
15578,553000,559000,2,1,43.76909439999999,-79.36868709999997,52035,1100.0,2,2,0
15579,565000,575000,1,1,43.7655809,-79.4125865,72371,750.0,2,2,0
15580,967000,990000,4,2,43.808778,-79.18820459999998,39556,2750.0,4,6,1
15581,343000,339000,1,1,43.7531774,-79.4908207,29958,950.0,2,2,0
15582,1850000,1899000,3,6,43.66606669999999,-79.53694859999997,99055,2310.1479046836484,5,5,1
15583,705000,699900,1,1,43.6428614,-79.380732,70600,650.0,1,2,0
15584,494500,489900,1,0,43.6488576,-79.3781453,56526,550.0,1,1,0
15585,875254,824000,2,0,43.6801738,-79.4318203,54460,950.0,2,3,0
15586,705000,699000,2,4,43.74703529999999,-79.5462651,29528,1761.820652173913,4,5,1
15587,495000,518000,1,1,43.66131,-79.5119512,101551,650.0,1,2,0
15588,1130000,1149000,3,2,43.8170666,-79.3126003,31786,2750.0,4,4,1
15589,530000,539000,2,1,43.6872013,-79.504757,30827,1300.0,2,3,0
15590,430000,345000,1,1,43.67212670000001,-79.4546355,33528,650.0,1,1,1
15591,400000,419900,1,1,43.7144545,-79.45441109999999,38527,250.0,1,1,0
15592,2120000,2250000,4,3,43.6769125,-79.3757325,207903,2750.0,3,4,1
15593,499000,499000,1,1,43.6672377,-79.38395129999998,53583,650.0,1,1,0
15594,700000,699000,1,0,43.6733714,-79.32142370000003,46206,2310.1479046836484,2,2,1
15595,505000,499900,1,1,43.6363057,-79.4660892,35207,650.0,1,2,0
15596,1166000,1299000,2,2,43.6299034,-79.4755739,54438,1300.0,2,2,0
15597,1340000,1150000,3,1,43.6545958,-79.43907759999998,40588,1856.3063063063064,3,3,1
15598,1200000,1199900,2,2,43.705818,-79.36587209999998,125564,1761.820652173913,3,3,1
15599,1850000,2000000,3,2,43.7181758,-79.42786170000002,123077,2310.1479046836484,3,3,1
15600,810000,799900,3,3,43.7663305,-79.30921070000002,35047,1300.0,3,5,1
15601,490000,509000,1,0,43.657011,-79.3741052,58915,250.0,1,2,0
15602,1385000,1399900,1,2,43.716591,-79.3709088,125564,2310.1479046836484,2,2,1
15604,612000,615000,1,1,43.6503953,-79.3581104,70600,650.0,1,1,0
15605,779000,799000,2,1,43.62498720000001,-79.4781665,54438,850.0,2,3,0
15606,910000,920000,3,1,43.6596027,-79.3602066,34597,1300.0,2,3,0
15607,528500,527000,1,1,43.7649329,-79.4105605,45326,750.0,1,2,0
15608,532000,498800,1,1,43.76798170000001,-79.38799829999998,52035,650.0,1,1,0
15609,407000,398888,1,0,43.6366747,-79.40647,70623,250.0,0,0,0
15610,662000,660990,3,1,43.7378051,-79.245582,30033,1700.0,3,4,1
15611,1588000,1588000,3,1,43.6503895,-79.3693223,58915,2124.0,3,3,0
15612,4100000,4499000,6,3,43.71828,-79.40240209999997,169203,2310.1479046836484,4,6,1
15613,342000,361000,1,1,43.6968278,-79.29341240000002,30430,1100.0,2,2,0
15614,1050018,879000,3,1,43.68580559999999,-79.42590899999998,65274,1761.820652173913,3,4,1
15615,550000,568000,1,0,43.6729415,-79.386777,207903,550.0,1,1,0
15616,749000,749000,2,1,43.6427483,-79.427444,45737,850.0,2,2,0
15617,632500,639000,3,2,43.79910599999999,-79.2065946,29573,2310.1479046836484,3,5,1
15618,385000,429900,1,0,43.767444,-79.3712468,52035,550.0,1,2,0
15619,1306000,999000,3,2,43.6515879,-79.42924579999998,45737,1750.0,4,5,1
15620,1308888,1199900,3,2,43.6579303,-79.4085068,58071,2250.0,5,5,1
15621,818800,849000,2,1,43.6385213,-79.3994637,70600,850.0,2,2,0
15622,607500,619000,2,1,43.7655635,-79.4108921,45326,850.0,2,2,0
15623,735000,769000,2,1,43.6289799,-79.4778513,54438,1300.0,2,2,0
15624,441000,430000,2,1,43.7803027,-79.4455122,32724,1300.0,2,2,0
15625,1220000,1198000,2,2,43.677248,-79.3009196,92580,1761.820652173913,3,3,1
15626,652000,659000,1,1,43.6601025,-79.3850843,56526,550.0,1,1,0
